transaction_id,transaction_time,card_number,customer_id,merchant_id,merchant_name,merchant_region,amount,category
2f0eea86-859e-47e1-9c8b-73411710b544,2025-03-07 09:44:54.238443,****-****-****-1321,c35d7b90-62bf-43a4-9eee-adbdce75bfe4,e172d24a-5fa4-4d1c-a87f-cc54caab63fd,민박지,광주,343036.49,쇼핑
dfb643d6-fd43-4004-825c-a6616191ef92,2025-04-06 07:44:25.922707,****-****-****-9476,bbba154f-cf67-4879-891e-188ea1ed131c,ec376cb6-5472-4b50-a78b-1e07dbe492da,(유) 서,전북,886955.35,식음료
163f3b3b-a0bb-4212-8b75-82bd6fbff0e5,2025-03-02 15:41:03.897149,****-****-****-9868,b4b46f93-8470-469c-90d9-eaed5751e773,a3596ac0-2c7e-426c-8edc-8043285d780c,주식회사 이,경북,181459.27,여행
6f249c41-ed0d-4ca6-b8df-fea880a3c748,2025-02-13 14:54:08.743575,****-****-****-7582,555ec425-8f57-41ee-a2e8-c59ca1f12334,b285a1d4-0746-4aee-8056-7fa2f55fd122,(주) 조,인천,166048.87,통신
c3bd5543-4f31-435e-b75f-0206f1f82c3e,2025-03-07 05:36:11.974177,****-****-****-5714,f431c963-09fc-483b-b57c-388e0d2ea714,526770c1-f1ff-4a3f-8544-9a4807bc2fc4,박이진,대전,707971.84,금융서비스
cbfa2edd-3381-426c-bf92-e5859bde2644,2025-03-05 11:14:44.869200,****-****-****-6036,d4be3ec6-e19a-43a2-9e82-cda7f50b8985,20c956dd-5345-40da-9080-2b07f57b4d8f,(유) 이,경남,541460.69,교육
73d007f0-f49b-49f6-ac67-049f14b0a5ab,2025-02-09 17:31:52.818795,****-****-****-1209,8e2758db-c193-4bc6-9786-e3dc217e4353,a7bdac64-189d-4b94-965b-b5c966679bcf,(유) 김안이,제주,980213.14,교통
5287b28c-bb4c-4a32-b7bb-2eda96deca57,2025-01-28 04:27:31.311160,****-****-****-6940,5d758706-41af-4260-9646-4a70fb1651a5,09a7ef1a-e0fb-45fa-b06d-5f6658a216c8,주식회사 이이윤,경북,547785.61,쇼핑
aab695ac-3ee7-4da3-b0a0-583a9f4c786f,2025-02-03 04:15:04.346950,****-****-****-5663,7ec31aea-4d97-48c0-bce6-7a4591f78c9e,9a6fa901-be96-4dad-a5b7-58cc36fc6701,주식회사 안박김,충북,62332.45,교육
c774c819-4a1e-4204-8698-b39337e13c1a,2025-04-03 11:30:12.241482,****-****-****-9007,be38aca5-aa64-465b-b37b-2a083a28b175,f869745f-82c8-4a5a-88de-90ea53290863,이이송,광주,220770.75,쇼핑
bc7f519a-f36f-4f70-8701-2fb1a1c534d8,2025-04-14 02:07:30.490579,****-****-****-9560,ddb61903-6a99-4d5d-90fb-0cd0b678e5f9,a5992579-a220-4a0a-b970-bafe344e433f,유한회사 윤,제주,256558.53,보험
652f05cd-f64d-4941-8a33-e31ff39ad85e,2025-01-29 23:21:49.186090,****-****-****-8105,f68a539d-abf6-4c2d-a36f-fcbb17c84779,8227dc96-fac3-4af7-84a7-f75bc4bd2c3b,(유) 김김장,충남,65852.33,의료
50962c48-020f-494f-9e14-4e0c36addc05,2025-02-05 10:18:28.325291,****-****-****-6538,cdae52f0-42f6-4112-ae1a-105d288877a5,011657da-7031-465a-a93e-5f7ed5ec038e,이장,울산,865126.6,의료
7ebe654b-76a1-49d5-9833-48c4ed91307f,2025-02-03 11:19:27.168866,****-****-****-6090,a259ce38-47b1-442f-bd42-b3195e671c2b,840cf0d4-bee2-4093-b1c1-d59ac5ad2811,유한회사 이,서울,667568.28,보험
e0f7ed02-cb8e-482e-9ccb-02381a3509bb,2025-02-10 10:50:59.874262,****-****-****-7936,d3ad6470-281a-4594-835b-be5607b55df1,66513076-7ec8-4a78-83f5-0941dd506faf,한김안,충북,406474.6,교육
95fe2c86-27eb-4284-9210-269ff593dab1,2025-02-05 16:15:42.277234,****-****-****-3038,21d15bfa-66d6-4a74-a61c-c5037073ddb5,dc5fdd9b-3117-4b03-97f7-6402a8f74225,김나,강원,83584.1,의료
ee77f1e3-b042-49c9-a136-c75c4c19e781,2025-02-25 05:52:18.164289,****-****-****-9528,cfab89fe-182b-4f2b-875d-9434bbee3afc,7aa4dce0-182b-4b6a-8933-27d557517b7d,이이,대구,694182.47,교통
dbea2af7-698d-4c4a-9fcc-e526064b5def,2025-03-20 09:04:14.931420,****-****-****-5871,1a0550e6-1472-4252-a66a-6e403543457a,c1f0a4c0-ee6f-4420-8ea6-bb265e11f034,황하홍,광주,222153.81,여행
8fae241b-207f-4284-8eab-54b6dd1a5b70,2025-04-20 20:06:57.771388,****-****-****-5949,b1dfe4eb-776f-4f8d-a489-32b8e9907191,3a338334-7cb8-4167-b86d-a759fa02516d,김박강,인천,62081.02,교육
f1fbb0cc-569b-460c-b046-0822379694b8,2025-04-14 15:05:14.875138,****-****-****-9271,33314d8e-99e4-4801-b59d-4f44c310547f,2c2587ed-0903-4c23-803f-77e85830c982,손이,광주,961024.17,여행
ecc2c8eb-9330-4379-8b72-4f133f1208e0,2025-03-03 04:15:17.202737,****-****-****-8754,a9a5a233-dbba-4e17-9667-b275ab85f86f,a4f7d23d-e4db-4b0f-a28a-74ee38dfda49,(주) 이,전북,526124.7,금융서비스
134d4e6e-0bed-442d-b032-ed6d230824e1,2025-01-29 14:56:42.581193,****-****-****-7311,05c12977-fa6e-4876-9b30-df55a58e6a32,a47226c6-1e51-4b1a-9cc8-5b10402373f2,장임,제주,521922.83,교통
4995a4d0-f95a-46b7-b944-a31e8c61c2f8,2025-03-17 16:26:15.141769,****-****-****-5680,01a86db8-7ebc-4a53-a9bf-553a7abfe17d,3608502a-e68f-496c-acfb-271a055f7af9,김안김,대구,785356.39,교육
4d6d32a7-063f-443f-ad0c-b5d3ac2d92c6,2025-04-18 19:23:35.026518,****-****-****-4940,00baf059-1db4-4d7b-a3cb-c46cfde05b07,72fa199a-c6c0-4c54-94fb-5a58b58784d0,윤조,전남,426004.05,엔터테인먼트
702c4fbb-e298-4c9d-831b-ce645323dda8,2025-03-13 22:24:16.962987,****-****-****-4427,3fc166b8-fe9d-4071-b685-f642cbcf6736,804ad036-c8a9-4c30-861e-2b567340ca29,송이,광주,678799.55,식음료
639f58b3-60da-4bed-b42a-c4a2df4ed82b,2025-04-03 20:46:27.310814,****-****-****-2626,544ea7c7-d76e-4338-9982-7792b173dd78,d2b1e1c8-c58b-4770-94ed-426ceacf99b5,김김이,경기,753936.67,식음료
3dfe8bb2-2faf-43d3-b888-3c2a0c5e1973,2025-02-20 21:26:59.669462,****-****-****-8990,2b091b12-423f-463b-a340-beab942d3b07,79794333-9dba-43de-b99f-8fde67407110,손김이,대구,985604.54,여행
5d4b0c83-556a-474f-b943-d48be1dc848d,2025-03-01 18:48:03.081700,****-****-****-9218,4ba1ebfc-31c1-43ff-9ec2-fb648d446f39,070904ed-a251-4b6f-ac7e-781ea508da05,김김황,전남,214530.77,식음료
cab952d9-4fd5-4902-bce9-7821214f209a,2025-03-12 06:26:24.852773,****-****-****-1012,c82e74e4-0dcb-4114-9ee6-394ea3eb0733,86bd1a45-c011-4757-b20e-cc52fb1ef32f,유한회사 민,인천,433575.13,교통
8466d37b-0fd6-442c-b157-044bca5d958e,2025-03-05 01:33:22.966837,****-****-****-3064,dfabfdaa-ab02-4506-9e21-b86ff961e47b,47ef0a22-1cf3-4b73-a083-62410c4c5e43,윤이,강원,874560.83,식음료
0dad701b-fb1f-4975-91a1-421a08c78766,2025-04-19 18:09:35.148581,****-****-****-7763,dd285fbd-0a6c-4836-b3da-b7c74f21dd43,26a3b409-047d-4fba-9be0-293cf901c486,이김,대구,444703.1,교육
892b371f-2fc9-4f02-ab88-299c0e21ade0,2025-04-03 00:00:30.729419,****-****-****-7664,73a52c8e-037e-4267-80e5-054ea302fd12,6b26ef01-b0df-462a-854c-73c2df38797b,유한회사 김이황,경기,700505.7,교육
8e396b73-4cc0-40a9-9c97-316111d535e5,2025-04-06 10:34:20.702561,****-****-****-4032,4bf7887a-b447-48f8-8bc5-83ac68b24540,dc714d47-4555-43dc-ac9d-9e0b29f50525,김박김,울산,870976.33,교통
12646036-f923-4003-ba96-9da0d2dfe784,2025-03-09 08:02:22.492673,****-****-****-6992,4e038106-5a3c-402e-9c1c-2407a0e05f14,c4a4019f-2216-4dbe-a7c6-66f8652dc704,유한회사 김,경남,705430.46,식음료
42cc77d9-63c0-4145-8367-b8a9493ef7cb,2025-02-23 08:21:01.220813,****-****-****-5651,c3bb603a-ccf7-484b-9371-5990c3315d87,ec566b10-7f5d-433a-bf37-ea14b49134d0,(주) 고,충북,615494.61,식음료
ae1d8791-edc0-4046-89ff-e3ef60b9126c,2025-03-03 00:13:43.688673,****-****-****-6604,97e4b91e-1888-471d-9449-5fe03377081c,05e864c1-a83b-4302-a5e4-90820550ddbd,김이박,충남,267885.43,엔터테인먼트
9266eaab-b83a-45a7-b92d-19a108cc8dcb,2025-03-19 23:10:16.935328,****-****-****-2268,556707ec-1379-4ab4-b330-b8a9540cc321,9fa15aa0-1197-43bb-9b79-f00c978a4db8,오김김,경남,752242.86,통신
7410288d-fbd0-4067-810a-b83e65a7af96,2025-04-25 10:55:12.264273,****-****-****-5718,b2c86668-fb61-45b6-bd8f-c4c4bdd36ffc,c2d5aef1-60b4-43fb-8faa-552ab9347e32,김최,전북,52218.18,교통
89b37987-e3b7-4a35-a8c3-610082bf75b9,2025-02-17 14:12:39.191200,****-****-****-7197,91200c3a-be41-44ec-8bb8-5e3a2fbe997b,7da20c05-2716-4391-9ee0-2361de36b934,(주) 양,경기,92937.51,교육
2e8646b3-be83-49d3-ab46-1c4d032eca12,2025-03-16 03:43:42.255250,****-****-****-3297,14dc570e-d455-457f-995b-0ca366a6cf01,638cc165-39b5-4da1-a189-f2983c435e65,민이,광주,73103.45,엔터테인먼트
e3552e4a-06e3-4156-9171-8123a01d705b,2025-04-24 07:43:44.569464,****-****-****-4085,18e11892-10e3-4318-9499-fc3c88cae619,cf3e5304-df16-4ae3-9f88-f40b22f31824,안김이,광주,485291.33,교통
4d3a4490-f117-49ac-95d6-0f9963600f9e,2025-04-15 04:23:56.154999,****-****-****-7986,6f658e2f-8b0f-4689-b2e0-c1dcbbf4b545,85ebcd50-1b96-4913-a4da-34687753208e,장김김,인천,301019.45,의료
fbd410b7-c90b-4786-bd8c-b0a7e296b058,2025-04-03 07:12:17.614652,****-****-****-9711,97bda186-bfb7-42bd-9119-38ae64558f43,6bd80050-1fda-4cc9-8745-8fad8b16fa49,(유) 송,인천,590895.6,식음료
b444d021-b7ac-4fcc-8768-c3115140959d,2025-03-01 00:16:15.514123,****-****-****-8307,7b724ddf-28f4-48cf-b47f-62fc168923a3,d0509237-f4ec-4b14-82d6-8c63161147dd,주식회사 권최김,서울,973024.61,교육
017a1cea-493b-49f3-870b-48565a92fe69,2025-02-01 22:59:44.993845,****-****-****-1933,cc577ab1-21d2-4486-aa84-83d6f99cfecc,c5a74b3d-d88d-443b-b17d-b588c2331294,(유) 김,부산,754121.23,금융서비스
63e49920-3e9c-4908-938e-f5516528369e,2025-02-12 18:24:20.794927,****-****-****-8452,0b771a66-4abf-42fe-993e-33ef6fd86a0a,de2a50bb-f7a3-47ef-9691-628324804a2d,이황최,부산,675612.81,금융서비스
1ad0e783-7a78-468e-b98b-962d5989e3bf,2025-04-15 13:04:12.242564,****-****-****-3303,2f1702ce-2cfe-442b-9d56-c2188dfc7dfb,1b59d986-c1a4-486d-9b8a-74bdec864754,최박,전남,409125.47,엔터테인먼트
79508ddb-194b-41dd-929e-73b2047059d9,2025-02-09 12:56:24.304100,****-****-****-2800,3f6ed6aa-7163-47f5-9332-2e21c892b28d,2eaa2438-eb96-474c-b70c-53a36d470815,(유) 김이허,전북,544974.51,엔터테인먼트
9d3526c4-641d-4607-bcb0-3ad7af50aa8a,2025-03-30 19:37:24.619112,****-****-****-9103,e7ed2e75-5e46-45ed-b873-662e9bd13d2d,6b21bfc8-5e80-449e-a830-284e9d022d32,황신김,경기,665431.91,금융서비스
1e62a49f-5b23-4e44-9245-f87538139be3,2025-04-14 19:46:46.647516,****-****-****-9256,58d5c413-4208-479f-ae9c-1f80670cac4b,9bfa6091-a3f6-4f07-acf5-8f164225acbe,박김,강원,762304.82,여행
5e258eb1-8ab0-478f-b5eb-bb6860675308,2025-04-04 20:41:51.785185,****-****-****-3339,476ea1b5-2a74-449e-b7e0-6ca01cb397ce,9df0f5a4-a2f8-4509-a2ba-16b5aca878fc,김김,서울,727878.13,쇼핑
e6547dbd-642c-4f16-8e8b-bc3349677fba,2025-03-01 14:10:00.612419,****-****-****-7421,60147e42-fb76-4de3-906b-081b1007ae9b,5be525db-2770-4837-aab9-a31eb304bc68,김황,경남,928229.52,쇼핑
6eaa1ddd-2f63-4e25-9b09-6098f64e8bd8,2025-01-25 14:29:04.862143,****-****-****-2834,55eeda48-46c4-4d13-bf82-4e4539c87741,9e46dda2-ab8d-474c-99ff-8d8b4aa54f25,송김안,경북,507154.55,통신
55ef3c77-4b79-46aa-8367-cacc3f1fa753,2025-02-07 22:54:22.561137,****-****-****-1969,07487aa1-9643-4964-b542-4c0db3252942,58240619-fcf6-48d1-baa4-b6aa3efbd4d3,이최김,전북,673652.98,여행
d79f526b-6d57-463c-8ec7-6d6e8686100c,2025-04-16 12:47:20.713103,****-****-****-6576,c4c4ea85-5dad-4631-a457-7ec7e8211f05,a4e4c5dc-856d-4769-9224-0ff81dc0030f,주식회사 이,울산,328200.1,식음료
75a396f9-1d41-4a67-94a8-cf6de404412d,2025-04-20 04:59:49.433120,****-****-****-3158,c53d14c2-71ee-4cf7-b8cf-fd6b17242787,03bee992-beef-442c-8a67-f4a5570b6223,김문양,대전,670878.36,통신
3e0388f0-b896-45ad-aea7-78b10496c34a,2025-02-14 18:39:01.406943,****-****-****-9209,05db9845-b22f-4e1d-8b41-30816f293305,ae953bd2-099d-4cb4-84e7-bd546cf4b802,이황송,경남,884799.22,교통
965995bc-e89e-4c98-ab8d-bcdf3fca1c3a,2025-02-17 03:23:46.968361,****-****-****-8111,fe99e92d-18ec-470f-8a5a-8a688f283781,b23435a1-3024-4b81-ae50-25e2395001cf,김이,강원,25330.83,식음료
0028d959-5156-4a06-b263-106f081ebd52,2025-04-13 15:43:12.361718,****-****-****-9182,6fea6a46-3a2c-4a15-83b1-ec3f097f0666,a8ff0650-d248-4b36-b528-c313543f6be5,(유) 윤,대전,882383.66,엔터테인먼트
0d419147-f712-49a0-8426-a2a09d16d0db,2025-03-15 10:11:06.469992,****-****-****-1514,dc0e1946-2303-4785-a0f4-8286c8b0d780,9cc623c6-e0e1-4822-aca8-cb24fb584027,황강신,제주,743371.75,통신
998b4362-e2e9-4d48-b87c-450b684c2a52,2025-03-31 07:20:58.585911,****-****-****-9099,76f91ba5-66b1-4fc5-8e3c-10754ded4d4b,cc36a31f-516a-483b-bf7d-6fd82581e644,(주) 박,대전,979520.62,여행
00a2650e-8291-4991-9cfa-d41f0e1dca1e,2025-04-18 00:18:59.647285,****-****-****-3816,9515c9ec-2c9f-4b87-b889-3922b4c04c14,16e2c9ee-c0cd-49bd-be1b-9042f72f4501,박최김,울산,694071.11,교육
a7605bf3-1246-417e-8c2f-2ee18042d4d9,2025-04-17 04:26:03.142078,****-****-****-5552,74eeb7cd-aca5-45a3-ad2c-ff3726d843f8,cc866381-2252-4447-9ea1-fcc64957c10d,유한회사 김김이,강원,427450.36,엔터테인먼트
b38276d9-3016-40ef-82cd-bc31ae5c38af,2025-04-17 06:52:10.862063,****-****-****-2383,10d21d7e-72c2-46c9-9dd8-8d964811e527,f5990c09-f52e-4a2c-abaa-9d4398d03a28,유한회사 박,경남,311251.1,보험
6be21765-d501-40e9-a9cf-1c3392f2f881,2025-02-25 03:54:26.603741,****-****-****-4768,18b20a1c-ff34-4813-b348-6fd00efc23a7,4d57d7ee-91e5-48cc-80e8-3b708fcb67d0,(주) 곽이백,광주,706865.64,여행
f07ebd44-3212-4551-9e63-4638553edc25,2025-03-24 20:59:44.701141,****-****-****-4137,b3ae61b1-8e29-4cdd-aabf-3b5b352d5a6d,7fcda460-079e-4561-9147-465fdbbb0aa9,이장,대전,44288.22,교육
576c7945-d9ae-4991-9239-3849d9a5f8cc,2025-03-31 06:50:41.301018,****-****-****-7717,edec14f6-6d7e-4996-b41d-6953f3e53bcb,5ede11b3-57bf-43b9-b962-6f964e42cc69,주식회사 김,광주,867308.02,엔터테인먼트
2bdd970b-74de-41ee-8af8-9b661276e700,2025-04-21 10:57:02.072702,****-****-****-5249,1e6679cc-44d4-40c1-add6-5a62de09b5ca,3a2328bc-e095-4803-9291-236edce82872,최권,울산,810116.21,금융서비스
23e31a3a-fb05-478b-92a1-6ebf18438d8b,2025-04-03 23:25:49.786916,****-****-****-3471,8cea94a4-a983-4c0a-957a-7aa076ef47c9,3e01e7b9-c493-4b1c-b19c-ed07542759c0,(유) 권,울산,724498.42,교육
3dd8b68b-8bc7-49b0-90e6-7612cb5480b0,2025-04-22 05:34:09.741843,****-****-****-5904,b20e19cb-0e49-4b5a-a47c-63d9774a1d39,65b98bc8-6e37-4f8e-9d4c-9368d5666407,하이,경기,502677.1,쇼핑
48dba070-dcd2-454f-88ee-39601f1a0495,2025-01-29 20:42:38.222977,****-****-****-8683,5ce4908c-2274-4d0d-83be-04da2d241d95,99309e56-3620-4fd5-84ec-c7f56cb075e9,(주) 김장김,충남,765629.27,금융서비스
2112f408-4fc9-4f54-ac7b-167029a7e85f,2025-02-27 22:56:17.451834,****-****-****-4583,55e0236a-6346-4124-b6c2-80ce1de7ee0c,65d143ae-98df-4cf3-9157-f0d29e859831,권김,대전,46444.44,교육
87d09ba3-bc60-4acb-a50f-f5f184977393,2025-03-09 18:40:19.865733,****-****-****-2958,990b7cc9-115c-4aa7-8e62-7f0cb863d5af,7097503c-0a50-4b52-8cc0-cb9090d0985b,김김이,충북,355633.8,쇼핑
43636ca2-94e1-499c-9d39-8c17a65b1929,2025-04-06 17:28:11.475068,****-****-****-5725,29c785ad-272a-42dc-ba84-402e05a72478,a39c6241-8be2-4708-b0e5-2ee67d826732,황이,경기,970523.31,여행
3a815b92-c310-4e0a-9361-4f20a3cd1bca,2025-02-24 15:00:01.716385,****-****-****-5607,a77eed80-1d52-461f-9961-3ab3c3885793,38153c8c-a9e7-44bc-8bfb-238d024b6c0e,이노,서울,251541.64,금융서비스
f04183a8-fe88-4784-acc0-8eda43caedc4,2025-03-10 13:16:19.271712,****-****-****-9303,f33eb73d-5473-4a3f-bb5b-f474d7bef1bb,4b835036-38c7-4e09-ac5d-fdaf74bb51ee,(유) 한,전남,143232.92,쇼핑
96a37538-9d0a-401a-a82d-10baa18e4325,2025-02-16 08:25:37.213677,****-****-****-9051,71facfdf-590b-4c21-a94d-958eb8223b95,c4ed55c7-db84-4403-b399-ff4c4a48b032,주식회사 홍,인천,90216.81,교육
fe72fd24-4896-490f-92ca-a31e3ffc64ce,2025-02-20 13:33:03.476032,****-****-****-4847,238ca5ea-5859-4511-a9b8-6e2958e52243,dc452568-1190-4a32-940e-02ab5c2a9302,윤김,강원,939806.34,엔터테인먼트
20736c9a-f3de-49f8-849a-45147743c9cb,2025-03-13 20:39:21.287895,****-****-****-2913,a5b1abaa-7bc6-4b06-b49e-3ec170a7aa79,d52e9b57-9ead-4241-8bfa-320130c8144f,류김이,인천,276406.75,통신
b7c0eb28-5733-4fd2-8518-d524f85015f4,2025-04-03 17:19:24.260839,****-****-****-5627,f495d30a-a36b-48c2-b48f-e93e74fa081f,6de7a005-ba0f-42bf-ac14-5b1537bf46b0,김양,대구,485732.0,교육
e9b17b24-313e-46d6-8897-752d4fac08fd,2025-04-16 05:22:52.672829,****-****-****-8513,5af13288-d6fa-4659-af2f-209058e97de0,9620f8b1-4906-4d52-aa6d-ef9c3fa2ac28,이최이,인천,728400.57,여행
0e9e636c-2654-44b6-9493-ed5549bf6886,2025-02-03 18:45:24.898232,****-****-****-9524,dcaf7b2c-e055-435b-a029-b871a1636c3b,37a82402-1e50-41f8-819e-384b69e93498,유한회사 김,제주,408937.61,교육
695b80b7-d022-4a72-89cd-565438a2bff5,2025-03-07 00:27:19.941064,****-****-****-4361,34823618-94c8-4a59-a1da-6f9e29490b1c,e41592c0-9f80-473e-816b-35e35b861b60,박홍,부산,377057.06,식음료
a100b820-a8cf-4597-9d87-421b55e597e7,2025-04-25 03:59:52.280509,****-****-****-4567,ba749f9a-901c-4785-a17f-f7e831d7a609,e1553a8f-05d8-474c-82b4-5a52dcc8f6b8,김김최,충북,661602.45,엔터테인먼트
8dfc43d4-031f-4611-a4b1-dd8691eb8199,2025-01-28 21:31:55.461523,****-****-****-8111,c1d5a43c-9a7e-475e-85e6-c346db2d8292,d59fcc1b-1b3c-4500-bdfc-698e7b71af0c,김문,경기,892888.76,교통
6588e9f5-0558-412d-8ff1-14e6ffd5d79e,2025-03-25 08:35:35.971632,****-****-****-4276,e6940945-1d4c-44ef-8e15-8152c638ee40,39fccdac-33ae-44f9-b809-0d17d0f43376,우박,대전,774888.39,금융서비스
9dd654d6-4ca2-4bcb-96ff-b50f47616621,2025-04-05 00:23:24.623401,****-****-****-7261,065b490a-08a0-4d6c-99d1-d5f6ac614fba,2b5f16f5-4e59-4090-b999-0028be8d8d5e,(유) 박이이,충북,977699.43,의료
5282c8bd-a2b4-47f4-909c-a2bdf74cf76f,2025-02-09 22:45:21.496477,****-****-****-6335,fc922779-5996-404f-a6c6-80c398d18ee4,57bf12dd-9728-4931-99da-71dbfa4ad463,김차류,충북,784896.21,엔터테인먼트
ea1d7551-e67f-4ea8-9af9-0a3281465bb1,2025-03-12 14:54:42.050085,****-****-****-7231,6551fa10-75b8-48bf-b8dd-f2b33ac5da78,c3de276b-2348-4634-9c6f-7ccf8a1c0c1a,권배한,울산,200801.43,교육
d8052a4a-cc24-4893-8c79-3445d51cddac,2025-02-07 06:02:25.863955,****-****-****-5728,6afb2917-388e-4897-b89d-51b4792df580,6859280b-59ad-4d11-b79f-fcc4643e4af4,주식회사 이이김,제주,298171.38,엔터테인먼트
3fa9d19d-b0e4-4dc3-9de2-4e9ece178317,2025-02-05 23:07:12.489031,****-****-****-6306,c05f4a89-05ac-458f-bf8d-be031c724026,4a18db2a-c8a7-468b-b1ca-f617d3e501a1,유한회사 노,광주,803943.72,의료
b9ab3aae-c6bc-49d1-9b06-4a01b9dbbfd4,2025-04-13 16:27:52.864168,****-****-****-6557,7d3ff76a-fe65-4966-9f8f-ad767e6333f6,70a91a4f-332e-4e26-a58e-8811939fb07b,(주) 이고강,충북,608027.42,의료
cee464b8-a716-4eef-a703-1f0d59349f90,2025-04-04 07:05:48.329022,****-****-****-4770,e55178c8-aea3-46ac-8777-43851bb38875,bfd1b862-b9fc-49dd-a115-b8f1b9cd7323,(유) 김김이,전남,900510.88,통신
37be61bd-50fe-4548-98ad-21a2c920c87e,2025-01-28 13:31:38.046456,****-****-****-6033,63f1d8f5-1dbf-458c-bc1a-024ef78cf8fa,2ada8a90-af1f-446a-8794-965bc9f22efc,주식회사 권김최,울산,917988.58,보험
aca80024-fc73-4803-b752-2c1b481f1d6b,2025-01-31 04:32:42.405533,****-****-****-9893,719cf56e-b4bb-4132-a50e-a64e3aa4fade,506a857f-219f-4443-a36f-424955d5b396,김황,대구,632804.36,의료
3f1df5bf-8036-4123-b548-f4209015cabf,2025-02-13 23:47:03.147802,****-****-****-5522,35dc495a-622c-4846-a285-44d8ec8c36b6,01b782ac-23ec-4ac1-b41c-a0d67ced5561,(주) 김,인천,915119.61,통신
